Row1,Row2,Cosine Similarity
1,207,0.9390221285692507
1,208,0.9012214996935155
1,209,0.8654319320115443
1,210,0.9247832849632377
1,211,0.9931385750754854
1,212,0.9552234294927733
1,213,0.9316020758438411
1,214,0.9327256161938918
1,215,0.9244330146372325
1,216,0.9416801265138521
1,217,0.9591955336232961
1,218,0.9547979268063105
1,219,0.9009476534835135
1,220,0.888988335741191
1,221,0.9745772674350726
1,222,0.9158887233360844
1,223,0.9680319238066579
1,224,0.9645878020415233
1,225,0.9067417513637601
1,226,0.9532150660561305
1,227,0.9365871982952072
1,228,0.9440162656095858
1,229,0.9366018569652463
1,230,0.9741383733466656
1,231,0.9855112480374534
1,232,0.9046751122011354
1,233,0.9153479483000411
1,234,0.91854684657757
1,235,0.9692970745300032
1,236,0.8904175842445794
1,237,0.9319668915809283
1,238,0.9200107204037636
1,239,0.934214150563024
1,240,0.8874835471612058
1,241,0.9861897841489532
1,242,0.92751563248339
1,243,0.9095503976019905
1,244,0.8992120799301155
1,245,0.9705601776806687
1,246,0.9233671373072968
1,247,0.9582694119657205
1,248,0.9140160430819315
1,249,0.9505444688614948
1,250,0.9141837347597279
2,3,0.9427122694541232
2,4,0.9614259646898059
2,5,0.9001459964062806
2,6,0.9681678906524667
2,7,0.9251918818754729
2,8,0.9072853339540009
2,9,0.9013430747385824
2,10,0.9618294090687964
2,11,0.8713975365009261
2,12,0.9381629453808628
2,13,0.8550549136405415
2,14,0.9461688793212588
2,15,0.9194100637772256
2,16,0.9876793542167084
2,17,0.9058205659407521
2,18,0.9899369396729409
2,19,0.8589179973910498
2,20,0.9616198238993128
2,21,0.9577284511590091
2,22,0.8375008552913429
2,23,0.9612063216392422
2,24,0.9633162294898113
2,25,0.9781275528090607
2,26,0.9221949592006942
2,27,0.8828650024732067
2,28,0.8869633340570598
2,29,0.8576130119143965
2,30,0.8652633212679605
2,31,0.9874444806032404
2,32,0.9449206479708024
2,33,0.9167134093136272
2,34,0.8750877366999327
2,35,0.9391769532752754
2,36,0.9116658255907749
2,37,0.976852017511384
2,38,0.8899966664081052
2,39,0.9287707993529694
2,40,0.9434696952306595
2,41,0.8754210887528108
2,42,0.955886059004031
2,43,0.9621985793355201
2,44,0.8745694014876177
2,45,0.9401497736250953
2,46,0.9963454599160988
2,47,0.8960943567055815
2,48,0.8606366340038627
2,49,0.9403279204207977
2,50,0.9050330439926756
2,51,0.8667901408416557
2,52,0.9545005351081972
2,53,0.9783891670385322
2,54,0.9611773142436812
2,55,0.9111807601026705
2,56,0.9161292825019485
2,57,0.9369702611415438
2,58,0.959916771716035
2,59,0.9351038920649523
2,60,0.9262398030189345
2,61,0.9495482884992976
2,62,0.9125813160170412
2,63,0.9450560221095954
2,64,0.9638186958967374
2,65,0.948487994186877
2,66,0.8912602458501019
2,67,0.9635448823983337
2,68,0.9518967064278729
2,69,0.878863149056717
2,70,0.9673833704523489
2,71,0.947170189615488
2,72,0.957273729251547
2,73,0.8691214170731862
2,74,0.9277551367824175
2,75,0.8760017953598697
2,76,0.9415587186900729
2,77,0.9765292457311773
2,78,0.9028096793586139
2,79,0.8695676194290334
2,80,0.9272777579045921
2,81,0.885299040344024
2,82,0.9664932117291736
2,83,0.8768241629065834
2,84,0.9483694780351059
2,85,0.8663839951451715
2,86,0.9702514086803183
2,87,0.9838494947409171
2,88,0.9563680820795943
2,89,0.9661420783804235
2,90,0.9440179619432701
2,91,0.980168465623087
2,92,0.8902962843978841
2,93,0.9429188907465406
2,94,0.9556606815919676
2,95,0.916562809242886
2,96,0.8660811918770246
2,97,0.8815405753439791
2,98,0.9018841757148559
2,99,0.876060260211928
2,100,0.9089944577640505
2,101,0.8758175509096636
2,102,0.9690633984213293
2,103,0.9623765023998039
2,104,0.9732010671797019
2,105,0.8671112537447194
2,106,0.9865831252591073
2,107,0.9756590299127207
2,108,0.9207033529424704
2,109,0.9569113879442538
2,110,0.936835279071761
2,111,0.9540774663555407
2,112,0.9218616097989211
2,113,0.8926369562014733
2,114,0.9290336162668201
2,115,0.960136057937461
2,116,0.8787902138736031
2,117,0.9906858750490882
2,118,0.9567396872562379
2,119,0.907628896139172
2,120,0.9061248348715986
2,121,0.9630874804622168
2,122,0.9212149155762908
2,123,0.9357158270801988
2,124,0.900832263829135
2,125,0.9425809832152809
2,126,0.9294337602215134
2,127,0.9362283392301138
2,128,0.8661310592419588
2,129,0.8940126415085797
2,130,0.9819178515144407
2,131,0.9179448834981948
2,132,0.9318737398987447
2,133,0.9932961349670282
2,134,0.8682344855376263
2,135,0.8805109608542555
2,136,0.9211543303557973
2,137,0.9579256829654926
2,138,0.8705438616312501
2,139,0.9494165026715209
2,140,0.8406617463732395
2,141,0.909307148697115
2,142,0.9397525015402933
2,143,0.8935699918957974
2,144,0.9203469977269875
2,145,0.9247967009306636
2,146,0.9659208818808833
2,147,0.9176931116351728
2,148,0.8707139199062724
2,149,0.9029215211699901
2,150,0.9070257546800647
2,151,0.8662242689501126
2,152,0.8976368209721264
2,153,0.8752304729434347
2,154,0.9565161444162207
2,155,0.982660301648055
2,156,0.9150969570883555
2,157,0.9796085624869382
2,158,0.9654660688218355
2,159,0.92376371520245
2,160,0.9807661967236753
2,161,0.9301429783944262
2,162,0.8918955931543128
2,163,0.8486854919812257
2,164,0.9254782747242157
2,165,0.9689914988906849
2,166,0.9502644115640236
2,167,0.9635838376452167
2,168,0.9012021122685709
2,169,0.8613687712322219
2,170,0.9608920509671135
2,171,0.9226115603517598
2,172,0.9333700215609521
2,173,0.9248023975086485
2,174,0.8735782849228422
2,175,0.9160025738459119
2,176,0.9567875874335304
2,177,0.9249045037227691
2,178,0.9835195321581224
2,179,0.8857934817675157
2,180,0.9145285787150462
2,181,0.8713846982004546
2,182,0.9322912283834198
2,183,0.9713642966498458
2,184,0.9219788354473969
2,185,0.9319920349311112
2,186,0.8824402023434996
2,187,0.9080867321213943
2,188,0.9064253610082922
2,189,0.9930199848042897
2,190,0.8931728928735329
2,191,0.929751486838636
2,192,0.8838740374740227
2,193,0.908965796795371
2,194,0.9149298240937777
2,195,0.971935683703228
2,196,0.9247128349990891
2,197,0.8637722984710259
2,198,0.965102045533408
2,199,0.9263182482068834
2,200,0.9679742144538279
2,201,0.8848263477794972
2,202,0.9039965845694865
2,203,0.9273915621808988
2,204,0.9866590816109512
2,205,0.9280765328179258
2,206,0.9260793086602684
2,207,0.8994508749860662
2,208,0.8886635985492596
2,209,0.8691443910466277
2,210,0.9432191565930323
2,211,0.9793398803232806
2,212,0.9378566985970289
2,213,0.9014387599880158
2,214,0.9184601603646539
2,215,0.9234691280730024
2,216,0.9383421982834437
2,217,0.9817796132226576
2,218,0.9077351369449419
2,219,0.9016962467654569
2,220,0.906176950313569
2,221,0.9474126775053139
2,222,0.9013673377123576
2,223,0.9718018711148225
2,224,0.9617138929842313
2,225,0.8711905492229141
2,226,0.9506426684249553
2,227,0.9665680952734939
2,228,0.961641670408684
2,229,0.8712966718816841
2,230,0.9861334200710504
2,231,0.9708878488865178
2,232,0.9061461776516848
2,233,0.9048667657961266
2,234,0.8829007264287901
2,235,0.9381522523626702
2,236,0.9099649196555091
2,237,0.940619723548801
2,238,0.8908525945637825
2,239,0.9644797583929884
2,240,0.9094880536845602
2,241,0.9378776223981474
2,242,0.9038182674571973
2,243,0.9035520217433558
2,244,0.8530235752707334
2,245,0.9454083156844386
2,246,0.8901221557623358
2,247,0.9424533605733509
2,248,0.9217630998002093
2,249,0.9219726272205773
2,250,0.9179972849032226
3,4,0.9823349149625175
3,5,0.9792214083000896
3,6,0.9747715308825913
3,7,0.9362987247749508
3,8,0.9719002994580892
3,9,0.9463508162926181
3,10,0.9793645336764442
3,11,0.9781918659260858
3,12,0.995161498697463
3,13,0.9557083722555735
3,14,0.9646462556680867
3,15,0.9707597980075308
3,16,0.9501677988412401
3,17,0.9616021277701435
3,18,0.9668054898157539
3,19,0.9591860739881223
3,20,0.9747608929331313
3,21,0.976503883003393
3,22,0.9400121835597638
3,23,0.9896281361894018
3,24,0.9400903522012568
3,25,0.9727876739293592
3,26,0.9491411102385741
3,27,0.9286591451679174
3,28,0.96148186602954
3,29,0.949659686615384
3,30,0.9455076077783655
3,31,0.97539263111409
3,32,0.9630041653582851
3,33,0.9836805251384578
3,34,0.9478087608527995
3,35,0.9904632563668442
3,36,0.9750264412854376
3,37,0.9235890058953559
3,38,0.9646280534041266
3,39,0.9707865178593609
3,40,0.9989427681869745
3,41,0.9386810947261971
3,42,0.9583788205775571
3,43,0.9662017459453439
3,44,0.942150757610769
3,45,0.9875560854350307
3,46,0.9519381112925586
3,47,0.9512730705307118
3,48,0.9375485413334456
3,49,0.9876261222956907
3,50,0.9507869170113826
3,51,0.9171879390061088
3,52,0.9824510817931058
3,53,0.9544253668542344
3,54,0.9559752627325581
3,55,0.9820743515990756
3,56,0.9698524616374606
3,57,0.9804467967750023
3,58,0.9367619566520134
3,59,0.9825011701574031
3,60,0.9560689929463569
3,61,0.9666191598496965
3,62,0.9783554198299799
3,63,0.9542705880729565
3,64,0.9735533453369586
3,65,0.9846198462334332
3,66,0.9352220542533364
3,67,0.9527056323165518
3,68,0.9601354126682422
3,69,0.9563174669636965
3,70,0.9386522595442852
3,71,0.9736932690250923
3,72,0.9813187595494048
3,73,0.9539890675660028
3,74,0.9461826672657546
3,75,0.9566242624345574
3,76,0.9919337074930372
3,77,0.9416410699707722
3,78,0.9316724692274404
3,79,0.9369278917107291
3,80,0.9766868603592902
3,81,0.9354469737758927
3,82,0.9783049541495539
3,83,0.9466170353463672
3,84,0.9782159596656309
3,85,0.9324587081803938
3,86,0.9618006117880374
3,87,0.9724357339828573
3,88,0.9420830967174421
3,89,0.956273047242233
3,90,0.9695031739268335
3,91,0.9393726675313916
3,92,0.9710230632906038
3,93,0.981883958085688
3,94,0.9532655813738025
3,95,0.981219213341327
3,96,0.927768863305764
3,97,0.9612614235331585
3,98,0.9509560983827569
3,99,0.9523734561059334
3,100,0.9614896543761999
3,101,0.965624095886875
3,102,0.9470944393010732
3,103,0.9287396990571939
3,104,0.9579599269391899
3,105,0.9731075374672924
3,106,0.9742045547606579
3,107,0.957870484497978
3,108,0.9801087737057518
3,109,0.9615579114151275
3,110,0.9649731730723529
3,111,0.9662579998832543
3,112,0.9695999842734886
3,113,0.9425651200530005
3,114,0.9922357236249814
3,115,0.9739902202251023
3,116,0.9739047097327732
3,117,0.9667723458614765
3,118,0.928192391880733
3,119,0.9429871665293725
3,120,0.9719363371819839
3,121,0.9725115674928981
3,122,0.9503709906986101
3,123,0.9826988029328737
3,124,0.9414396163507608
3,125,0.9789500596602247
3,126,0.9649699258278599
3,127,0.9710547864966654
3,128,0.9704901567706629
3,129,0.9601158793335034
3,130,0.973729391058161
3,131,0.9786939282229278
3,132,0.9517737987430511
3,133,0.9480370340373099
3,134,0.9688405523994073
3,135,0.960373623117466
3,136,0.9848322254686868
3,137,0.9718092375694094
3,138,0.9588769223895806
3,139,0.9788719577328304
3,140,0.9336220559262277
3,141,0.9514090773559857
3,142,0.9878296000287458
3,143,0.9548784705774818
3,144,0.9607639851678393
3,145,0.9473049606152187
3,146,0.9390299968700901
3,147,0.9644962801039081
3,148,0.9301845861802437
3,149,0.9378185332507075
3,150,0.9774400602714506
3,151,0.9217596489885662
3,152,0.9552345037518444
3,153,0.9632527074448739
3,154,0.9635776775396659
3,155,0.968931231890263
3,156,0.9834630039282668
3,157,0.9757457369493137
3,158,0.9793747075309215
3,159,0.9776002590700625
3,160,0.9821751649399056
3,161,0.9612932056052211
3,162,0.9790747551482426
3,163,0.9461072781260909
3,164,0.9831099241726025
3,165,0.9717545992695982
3,166,0.9857545093785189
3,167,0.985082833257926
3,168,0.9654752451755486
3,169,0.9559230828455777
3,170,0.957143915396987
3,171,0.9405842331238331
3,172,0.9640547546083814
3,173,0.9710391696077088
3,174,0.9377813457694384
3,175,0.9818084718171927
3,176,0.9894345097151314
3,177,0.9863640988581323
3,178,0.9537554539347567
3,179,0.9300640605147606
3,180,0.9374592131716254
3,181,0.9535303438852273
3,182,0.983429290507541
3,183,0.9709300202646032
3,184,0.9901836799241729
3,185,0.9808715627139132
3,186,0.9472769285872962
3,187,0.9640045009121451
3,188,0.9725201799474029
3,189,0.9140499249428751
3,190,0.9771324658260205
3,191,0.9848401831650987
3,192,0.9605243488291556
3,193,0.9646880788653578
3,194,0.9724381906516998
3,195,0.9227065883513834
3,196,0.9559936161519477
3,197,0.9094817242021093
3,198,0.9775000155020812
3,199,0.9735885470823262
3,200,0.9635253148912415
3,201,0.9499338068035618
3,202,0.9679949149566641
3,203,0.971430504356705
3,204,0.9520349514432516
3,205,0.9808287616249304
3,206,0.946741686312389
3,207,0.9568268418668552
3,208,0.9343126819911151
3,209,0.9008819177243912
3,210,0.9822451001709253
3,211,0.9742285232319443
3,212,0.9316527571211061
3,213,0.9771054888808933
3,214,0.9830682499617392
3,215,0.9235133941815022
3,216,0.9850632297633621
3,217,0.9383113577241649
3,218,0.9385449097954384
3,219,0.9709340291960931
3,220,0.9557138363500916
3,221,0.9820276480009041
3,222,0.9523774670556485
3,223,0.9531610647229867
3,224,0.9907634863669961
3,225,0.9568402562308179
3,226,0.9879076729491743
3,227,0.9803316017019333
3,228,0.9348357403993435
3,229,0.9594949756625997
3,230,0.9799762778327158
3,231,0.9883188494551916
3,232,0.9678147148357223
3,233,0.9824070665001325
3,234,0.9600814054343653
3,235,0.9774938748950909
3,236,0.9448751432239555
3,237,0.9453349982708061
3,238,0.973103497820325
3,239,0.9381363646083893
3,240,0.9565120087922411
3,241,0.9542614125181169
3,242,0.9525557061593823
3,243,0.9503200016941522
3,244,0.9523524985080118
3,245,0.9536359030721395
3,246,0.9469345364717036
3,247,0.9895090538891753
3,248,0.9580449685198176
3,249,0.9916783469639927
3,250,0.9510198018918691
4,5,0.9821998746952129
4,6,0.9949836558699423
4,7,0.9700371543035351
4,8,0.9759258559966841
4,9,0.9788757045082132
4,10,0.9957134979200116
4,11,0.9636623076035087
4,12,0.9641141861236043
4,13,0.9615423028343427
4,14,0.99250146062276
4,15,0.9856876434677148
4,16,0.9839239287293928
4,17,0.9803488451373913
4,18,0.9896463920738285
4,19,0.9387678972069043
4,20,0.9848485914820537
4,21,0.9906861261302461
4,22,0.9318015731545153
4,23,0.9914968990259598
4,24,0.9798991930891466
4,25,0.9847869389255993
4,26,0.9768257393817953
4,27,0.9607033854639268
4,28,0.9772707792280204
4,29,0.9656256554887804
4,30,0.9655752266790047
4,31,0.9908399363716058
4,32,0.9912385082456491
4,33,0.9689589297954494
4,34,0.9609676408878144
4,35,0.992317636364076
4,36,0.9878722683038687
4,37,0.9667388123014992
4,38,0.9722433760270713
4,39,0.9907331905945916
4,40,0.9768285084543642
4,41,0.9598248378406555
4,42,0.9906709937920176
4,43,0.9968633621418177
4,44,0.9650090509372159
4,45,0.9769321796653184
4,46,0.97437137616462
4,47,0.9638823378185367
4,48,0.9545544663865349
4,49,0.9967565548864431
4,50,0.9782658854601562
4,51,0.9620735583468373
4,52,0.995812289717796
4,53,0.9759990757007804
4,54,0.9561963759011981
4,55,0.9856856351637939
4,56,0.9873758483314868
4,57,0.9890570382660462
4,58,0.9798795513669628
4,59,0.9935627719697543
4,60,0.975832835187354
4,61,0.9865187627999692
4,62,0.9887957900474238
4,63,0.9889520132473482
4,64,0.9981592283166959
4,65,0.9909884083806828
4,66,0.9381948513837959
4,67,0.9883219258823972
4,68,0.9880753687209302
4,69,0.973002231422709
4,70,0.9622204684977792
4,71,0.9967748191874619
4,72,0.9913877472369346
4,73,0.9598842392761399
4,74,0.9865103853833141
4,75,0.9748287099579727
4,76,0.9839705563715893
4,77,0.9753021341720644
4,78,0.9096213503038653
4,79,0.9658965681327779
4,80,0.9927271005034725
4,81,0.9683479854450476
4,82,0.994922945193822
4,83,0.9546138527745067
4,84,0.9976029990114531
4,85,0.9406032982167243
4,86,0.989437501969191
4,87,0.9934602338926616
4,88,0.9825201182404801
4,89,0.9873750316493294
4,90,0.9927895848113811
4,91,0.9488992060896984
4,92,0.9801611434809236
4,93,0.9920322062791787
4,94,0.9889660047038282
4,95,0.9900021192124193
4,96,0.9535731639793257
4,97,0.9767486808322092
4,98,0.9812999876369941
4,99,0.9606408924036388
4,100,0.9782740060788465
4,101,0.972530707972793
4,102,0.9496857202245765
4,103,0.972233542511237
4,104,0.9901896120789736
4,105,0.9629446237717715
4,106,0.9917797502245486
4,107,0.9910885429360168
4,108,0.9863664419214538
4,109,0.9954745159420713
4,110,0.9904719870524081
4,111,0.967659845328718
4,112,0.9725806025344316
4,113,0.9652484476206931
4,114,0.9913097211369641
4,115,0.996581429841683
4,116,0.9696611243889035
4,117,0.9701209398720922
4,118,0.9531387993992968
4,119,0.9724492884165535
4,120,0.9779921238806836
4,121,0.9896496458754349
4,122,0.9868756500925713
4,123,0.9717743233789692
4,124,0.948183990347014
4,125,0.9894598411509881
4,126,0.9868288946080664
4,127,0.9891908140781408
4,128,0.9629978809208758
4,129,0.9711985201284364
4,130,0.9946246979296942
4,131,0.9877840092333156
4,132,0.9789816889440648
4,133,0.9635867627652008
4,134,0.9543025957518387
4,135,0.9653764457338537
4,136,0.9891081394847839
4,137,0.9981752331117105
4,138,0.9656061882911982
4,139,0.9845300245902647
4,140,0.9345952932174795
4,141,0.9794396907023954
4,142,0.9827731819361104
4,143,0.9755851692205235
4,144,0.9835037695634771
4,145,0.9729563086268553
4,146,0.9621676743902245
4,147,0.9869156316812492
4,148,0.9676200113376711
4,149,0.9680946108379362
4,150,0.9826814354659303
4,151,0.9634908185845894
4,152,0.9807256508638874
4,153,0.9479076480480844
4,154,0.9784450651943185
4,155,0.9934060339556975
4,156,0.9733571039008526
4,157,0.9936872125634397
4,158,0.966443292787249
4,159,0.9933669242983513
4,160,0.9936703382843526
4,161,0.9794376018071809
4,162,0.9664999025397392
4,163,0.9519941224042404
4,164,0.9896002080153925
4,165,0.9972728366373224
4,166,0.9942911893979449
4,167,0.9892100384821629
4,168,0.9844433727288444
4,169,0.9616246338963352
4,170,0.9759381460004615
4,171,0.9743041102605201
4,172,0.984442462083905
4,173,0.9639044759093535
4,174,0.9590877757029636
4,175,0.9863416153890316
4,176,0.9693273352238887
4,177,0.9753831770528334
4,178,0.9834836873934979
4,179,0.9654542752976528
4,180,0.9821281459775882
4,181,0.9520529088292241
4,182,0.9946451651308856
4,183,0.9906285239177844
4,184,0.9745556411029157
4,185,0.9947988403390979
4,186,0.9597839989848752
4,187,0.9727358991990624
4,188,0.9870927395644163
4,189,0.9456711467171542
4,190,0.9455905481606468
4,191,0.9908182884471107
4,192,0.9725835646890947
4,193,0.9837483785082175
4,194,0.9828296340048318
4,195,0.9642493385113727
4,196,0.9837511765940569
4,197,0.9357976421213489
4,198,0.9918453428933407
4,199,0.9830969544476357
4,200,0.9878319038255176
4,201,0.9734805916094474
4,202,0.9686966546099127
4,203,0.991573697212194
4,204,0.9562032721600427
4,205,0.9692464939982358
4,206,0.9787923004672974
4,207,0.9815608297596276
4,208,0.9693594920377967
4,209,0.9448867387190308
4,210,0.9785515444653503
4,211,0.9877317684631874
4,212,0.9824833012863958
4,213,0.980961027192942
4,214,0.9828678057749743
4,215,0.9759817616521509
4,216,0.9897231876688958
4,217,0.9810343635180594
4,218,0.970721142873513
4,219,0.9657639661389088
4,220,0.959277094360289
4,221,0.9970300575131799
4,222,0.9775272366483702
4,223,0.9911815111892331
4,224,0.9883082326768573
4,225,0.9675101126743348
4,226,0.993514657613547
4,227,0.9814496124667623
4,228,0.9795804728892336
4,229,0.9710616574504027
4,230,0.9903403701322105
4,231,0.9953729178644429
4,232,0.9716440248173339
4,233,0.9674908506133182
4,234,0.9745617262182582
4,235,0.9970685013832121
4,236,0.9685383275178429
4,237,0.9855159461502627
4,238,0.9745503299451013
4,239,0.9822988582460677
4,240,0.9646582064261487
4,241,0.9817978227830505
4,242,0.9806231493455015
4,243,0.9756134596819269
4,244,0.9574319586331024
4,245,0.991930694525563
4,246,0.9724793787531599
4,247,0.9868039301900484
4,248,0.9777673055901818
4,249,0.9823703294491036
4,250,0.9803060854290258
5,6,0.9658738778349737
5,7,0.9368390147660223
5,8,0.9714614616639092
5,9,0.9708235824886731
5,10,0.9761277025334023
5,11,0.9858239672346857
5,12,0.9607609966626891
5,13,0.9835321062027195
5,14,0.9699071095504549
5,15,0.9787531073731247
5,16,0.9358578822061216
5,17,0.9754321462268052
5,18,0.9471989871211931
5,19,0.9455304622750209
5,20,0.9510880880908397
5,21,0.9625485680599674
5,22,0.9406698428460673
5,23,0.9731173952570152
5,24,0.93575261375835
5,25,0.9432842438192849
5,26,0.9668327098120587
5,27,0.949102621568133
5,28,0.9876067229014935
5,29,0.9904414548597866
5,30,0.9789812073729013
5,31,0.9557207032515971
5,32,0.9672081831433369
5,33,0.9682253574806534
5,34,0.9593860241558888
5,35,0.9907811156588326
5,36,0.9908734337942111
5,37,0.9114741125492148
5,38,0.9752492096963531
5,39,0.982151049341102
5,40,0.9698858114755111
5,41,0.9544502372742444
5,42,0.9627341647216985
5,43,0.9710579822076025
5,44,0.9647493805587831
5,45,0.9765056037518383
5,46,0.9179160368234341
5,47,0.9505252584426855
5,48,0.957105269384733
5,49,0.9929724068669619
5,50,0.9673807518583813
5,51,0.968376493799044
5,52,0.9871341068838871
5,53,0.924585934655281
5,54,0.908088225052533
5,55,0.9892439660260485
5,56,0.9828996025920017
5,57,0.9783634025501572
5,58,0.9400737708045999
5,59,0.9890471222902583
5,60,0.9502211587919304
5,61,0.9569236960459434
5,62,0.9928290513272819
5,63,0.96364542027533
5,64,0.9730317127232451
5,65,0.9723705067619312
5,66,0.9116287146023734
5,67,0.9551616154129728
5,68,0.9597784013200111
5,69,0.9816180012388788
5,70,0.9042409001271753
5,71,0.984989013230189
5,72,0.9662717397190242
5,73,0.9658189131624696
5,74,0.9768526881660494
5,75,0.9924191912376364
5,76,0.9712143696303562
5,77,0.9386339628669941
5,78,0.8800647827455559
5,79,0.9697606396874126
5,80,0.988821358334328
5,81,0.9610533886142303
5,82,0.9739828138898837
5,83,0.9484282468090481
5,84,0.9819250684485229
5,85,0.9290640310381005
5,86,0.9641588122331508
5,87,0.955460852748937
5,88,0.9423192267470969
5,89,0.9465084394388876
5,90,0.9729216184811611
5,91,0.883753606395188
5,92,0.9929137769983167
5,93,0.9764986271663314
5,94,0.9593787871004407
5,95,0.9943073142440189
5,96,0.9480320326024001
5,97,0.9913866564764401
